buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,location_fingerprint
4302,CHALET DU PARC HÉBERT (PÉTANQUE),"Rue  Beyries (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LASALLE,,38.1,0.0,38.1,1.0,,,,0.5,0.5,B:LASALLE
4307,ÉCOLE LÉONARDO-DE-VINCI,"12025 Avenue  André-Dumas , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,R-D-P / P-A-T,,2619.0,2619.0,2619.0,3.0,,,,0.5,0.5,B:R-D-P / P-A-T
4308,ENTREPÔT NON CHAUFFÉ - LASALLE,"7277 Rue  Cordner (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,LASALLE,,361.1,0.0,361.1,1.0,,,,0.5,0.5,B:LASALLE|S:RUE  CORDNER (LSL)
4312,PATAUGEOIRE DU PARC PIE-XII,"Boulevard  Lavoisier (SLN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,SAINT-LÉONARD,1968.0,167.0,0.0,167.0,,,,,0.5,0.5,B:SAINT-LÉONARD
4313,JEU D'EAU DU PARC OTTAWA,"Avenue  Lausanne (MTN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,MONTRÉAL-NORD,,170.0,0.0,170.0,,,,,0.5,0.5,B:MONTRÉAL-NORD
4314,JEU D'EAU DU PARC COONEY,"1175 Rue  Melrose (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VERDUN,2009.0,168.11,168.11,168.11,,,,,0.5,0.5,B:VERDUN|S:RUE  MELROSE (VRD)
4316,EX.PATAU.JEU D'EAU DU PARC WILLIBRORD,"800 Rue  Willibrord (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VERDUN,2008.0,239.89,239.89,239.89,,,,,0.5,0.5,B:VERDUN|S:RUE  WILLIBRORD (VRD
4318,JEU D'EAU DU PARC DUQUETTE,"900 Rue  Dupuis , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VERDUN,2007.0,51.28,51.28,51.28,,,,,0.5,0.5,B:VERDUN|S:RUE  DUPUIS
4329,JEU D'EAU DU PARC JOANNETTE,"Rue  Hickson (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VERDUN,2007.0,51.06,51.06,51.06,,,,,0.5,0.5,B:VERDUN
4349,ABRI OUVERT DU PARC JOANNETTE,"Rue  Hickson (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,VERDUN,2005.0,16.22,16.22,16.22,,,,,0.5,0.5,B:VERDUN
4351,REMISE DU PARC ROBERT-SAUVÉ (STE-GEN),"15742 Rue de la Caserne , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,L'ÎLE-BIZARD / STE-GENEVIÈVE,2007.0,11.9,0.0,11.9,1.0,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE|S:RUE DE LA CASERNE
4381,JEU D'EAU DU PARC DE PETERBOROUGH (ANJ),"Boulevard  Châteauneuf (ANJ) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,ANJOU,2005.0,475.0,0.0,475.0,,,,,0.5,0.5,B:ANJOU
4383,ABRI OUVERT JEU EAU PARC DE PETERBOROUGH,"Boulevard  Châteauneuf (ANJ) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,ANJOU,2001.0,21.85,0.0,21.85,,,,,0.5,0.5,B:ANJOU
4384,ABRI OUVERT DU PARC DE PETERBOROUGH,"Boulevard  Châteauneuf (ANJ) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,ANJOU,2001.0,36.79,0.0,36.79,,,,,0.5,0.5,B:ANJOU
4397,ENTREPÔT DU 3444 SAINT-JOSEPH,"3444 Rue  Saint-Joseph E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Atelier / Esp. bureau,ROSEMONT / PETITE-PATRIE,1990.0,6522.94,6522.94,6409.9,2.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  SAINT-JOSEPH E
4408,ABRI BASEBALL DU PARC DES ROSERAIES,"Avenue de la Nantaise (ANJ) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Abri fermé,ANJOU,1995.0,3.53,3.53,3.53,1.0,,,,0.5,0.5,B:ANJOU
4410,ABRI TENNIS DU PARC DES ROSERAIES,"Avenue de la Nantaise (ANJ) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Abri fermé,ANJOU,1990.0,3.5,3.5,3.5,1.0,,,,0.5,0.5,B:ANJOU
4415,CENTRE COMMUNAUTAIRE GERRY-ROBERTSON,"9665 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PIERREFONDS/ROXBORO,2008.0,1230.49,1230.49,1186.3,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO|S:BOULEVARD  GOUIN O
4420,ABRI OUVERT (BOCCE) DU PARC OUELLETTE,"Rue  Robert (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,LASALLE,2000.0,495.0,495.0,495.0,,,,,0.5,0.5,B:LASALLE
4424,ENTREPÔT MUNICIPAL GRENACHE,"8296 Rue  Grenache (ANJ) , Montréal",LOCATAIRE,Bâtiment,Industriel,Entrepôt chauffé,ANJOU,,725.13,0.0,725.13,1.0,,,,0.5,0.5,B:ANJOU|S:RUE  GRENACHE (ANJ)
4426,JEU D'EAU DU PARC ÉTIENNE-DESMARTEAU,"Avenue  20e , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,ROSEMONT / PETITE-PATRIE,2006.0,144.21,144.21,144.21,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
4427,JEU D'EAU DU PARC SAINT-BENOIT,"Rue  Meilleur , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,AHUNTSIC / CARTIERVILLE,,97.45,1.0,97.45,0.0,0.0,0.0,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE
4428,PATAUGEOIRE DU PARC GABRIEL-LALEMANT,"Rue  Sauvé E, Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,AHUNTSIC / CARTIERVILLE,2008.0,154.19,0.0,154.19,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE
4429,JEU D'EAU DU PARC BOIVIN,"9050 Rue de Matane (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,2003.0,226.21,226.12,226.21,,,,,0.5,0.5,B:LASALLE|S:RUE DE MATANE (LSL)
4430,JEU D'EAU DU PARC J.-D.-DUCHARME,"Rue  Daoust (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,2009.0,134.99,134.99,134.99,,,,,0.5,0.5,B:LASALLE
4431,EX PATAU. JEU D'EAU DU PARC JEANNOTTE,"Rue  Laplante (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,1960.0,170.05,170.05,170.05,,,,,0.5,0.5,B:LASALLE
4432,JEU D'EAU DU PARC J.O.R.-LEDUC,"Rue  Paquette (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,2000.0,114.39,114.39,114.39,,,,,0.5,0.5,B:LASALLE
4433,EX PATAU. JEU D'EAU DU PARC OUELLETTE,"Rue  Serre (LSL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,LASALLE,2008.0,139.24,139.24,139.24,,,,,0.5,0.5,B:LASALLE
4434,JEU D'EAU DU PARC MORGAN,"Rue  Sainte-Catherine E, Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,MERCIER/HOCHELAGA/ MAISONNEUVE,2005.0,71.55,0.0,71.55,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
4435,JEU D'EAU DU PARC ALPHONSE-T.-LÉPINE,"Avenue  De Gaspé , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,PLATEAU MONT-ROYAL,1995.0,124.18,124.18,124.18,,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL
4436,JEU D'EAU DU PARC LHASA-DE-SELA,"Rue  Clark , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,PLATEAU MONT-ROYAL,2000.0,68.0,68.0,68.0,,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL
4437,JEU D'EAU DU PARC GILLES-LEFEBVRE,"Rue  Drolet , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,PLATEAU MONT-ROYAL,2000.0,167.0,167.0,167.0,,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL
4438,JEU D'EAU DU PARC MARIE-CORON,"Rue  Victor-E.-Beaupré , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,R-D-P / P-A-T,2000.0,58.42,58.42,58.42,,,,,0.5,0.5,B:R-D-P / P-A-T
4439,JEU D'EAU DU PARC VICTORIA-GIRARD,"Rue  Jean-Leduc , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,R-D-P / P-A-T,1995.0,247.9,247.9,247.9,,,,,0.5,0.5,B:R-D-P / P-A-T
4440,JEU D'EAU DU PARC DOLLARD-MORIN,"Rue  La Valinière , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,R-D-P / P-A-T,1995.0,85.0,85.0,85.0,,,,,0.5,0.5,B:R-D-P / P-A-T
4441,JEU D'EAU DU PARC PIERRE-BLANCHET,"Avenue  Pierre-Blanchet , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,R-D-P / P-A-T,2000.0,35.25,35.25,35.25,,,,,0.5,0.5,B:R-D-P / P-A-T
4442,JEU D'EAU DU PARC JEAN-DUCEPPE,"Avenue du Mont-Royal , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,ROSEMONT / PETITE-PATRIE,2000.0,261.29,0.0,261.29,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
4443,JEU D'EAU DU PARC SAINT-ÉDOUARD,"Rue  Saint-André , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,ROSEMONT / PETITE-PATRIE,1980.0,29.21,0.0,29.21,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
4444,JEU D'EAU DU PARC LAURIER-CHARLEMAGNE,"Avenue  Laurier E, Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,ROSEMONT / PETITE-PATRIE,1995.0,19.64,19.64,19.64,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
4445,JEU D'EAU DU PARC DELORME,"Rue de Honfleur (SLN) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,SAINT-LÉONARD,2005.0,173.2,0.0,173.2,,,,,0.5,0.5,B:SAINT-LÉONARD
4446,JEU D'EAU DU PARC DE L'ÉPERVIÈRE,"Rue de la Vigne (VRD) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VERDUN,2008.0,51.28,51.28,51.28,,,,,0.5,0.5,B:VERDUN
4448,JEU D'EAU DU PARC DES JOYEUX-VIKINGS,"Rue  Beaudry , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLE-MARIE,2000.0,43.9,43.9,43.9,,,,,0.5,0.5,B:VILLE-MARIE
4449,JEU D'EAU DU PARC PERSILLIER-LACHAPELLE,"Rue  Plessis , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLE-MARIE,1980.0,45.11,45.11,45.11,,,,,0.5,0.5,B:VILLE-MARIE
4450,JEU D'EAU DU PARC ROBERT-PRÉVOST,"Rue  Saint-Timothée , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLE-MARIE,1975.0,19.63,0.0,19.63,,,,,0.5,0.5,B:VILLE-MARIE
4451,JEU D'EAU DU PARC ST-JACQUES/ L.L'ALLIER,"Rue  Lucien-L'Allier , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLE-MARIE,2003.0,7.26,7.26,7.26,,,,,0.5,0.5,B:VILLE-MARIE
4452,JEU D'EAU DU PARC SQUARE VIGER EST,"Avenue  Viger , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLE-MARIE,2005.0,127.75,127.75,127.75,,,,,0.5,0.5,B:VILLE-MARIE
4453,JEU D'EAU DU PARC CHAMPDORÉ,"Rue  Champdoré , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLERAY/ST-MICHEL/PARC-EXTENS,2003.0,61.37,61.37,61.37,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
4454,JEU D'EAU DU PARC DE LESTRE,"Avenue  Ball , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLERAY/ST-MICHEL/PARC-EXTENS,1980.0,281.2,0.0,281.2,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
4455,JEU D'EAU DU PARC HOWARD,"Avenue de l' Épée (MTL) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLERAY/ST-MICHEL/PARC-EXTENS,2005.0,74.73,74.73,74.73,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
4456,JEU D'EAU DU PARC OVILA-LÉGARÉ,"Rue  51e , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLERAY/ST-MICHEL/PARC-EXTENS,1980.0,34.64,0.0,34.64,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
4457,JEU D'EAU DU PARC AHUNTSIC,"Rue  Lajeunesse , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,AHUNTSIC / CARTIERVILLE,2008.0,214.9,0.0,214.9,,,,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE
4458,REMISE JARDIN COM. PARC LUCIE-BRUNEAU,"Avenue de l' Alsace (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,ANJOU,2001.0,14.86,0.0,14.86,1.0,,,,0.5,0.5,B:ANJOU
4459,ABRI TOILETTE JARDIN COM. PARC LUCIE-B.,"Avenue de l' Alsace (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,ANJOU,2001.0,7.43,0.0,7.43,1.0,,,,0.5,0.5,B:ANJOU
4460,JEU D'EAU DU PARC DES FAUBOURGS,"Rue  Dorion , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,VILLE-MARIE,2005.0,74.33,74.33,74.33,,,,,0.5,0.5,B:VILLE-MARIE
4461,ABRI ANNONCEUR DU PARC SAUVÉ,"Avenue  Éthier (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,MONTRÉAL-NORD,1976.0,35.0,0.0,35.0,2.0,,,,0.5,0.5,B:MONTRÉAL-NORD
4462,REMISE DU PARC AIMÉ-LÉONARD,"Boulevard  Gouin , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,MONTRÉAL-NORD,,10.0,0.0,10.0,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
4464,ABRI OUVERT DU PARC LHASA-DE-SELA,"Rue  Clark , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,PLATEAU MONT-ROYAL,2004.0,60.07,60.07,60.07,1.0,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL
4465,ABRI FERMÉ DU PARC LHASA-DE-SELA,"5900 Rue  Clark , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Abri fermé,PLATEAU MONT-ROYAL,1996.0,8.82,8.82,7.56,1.0,,,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:RUE  CLARK
4466,ABRI ANNEXE SERRE/PÉPINIÈRE,"6025 Boulevard  Métropolitain (SLN) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Serre de service et production,SAINT-LÉONARD,,65.0,65.0,65.0,1.0,,,,0.5,0.5,B:SAINT-LÉONARD
4467,ABRI OUVERT DU PARC COUSINEAU,"Avenue  O'Brien (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,SAINT-LAURENT,,66.0,66.0,66.0,,,,,0.5,0.5,B:SAINT-LAURENT
4468,STATION PLUVIALE ROXBORO,"33 Avenue  5e (ROX) N, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (égouts),PIERREFONDS/ROXBORO,,50.2,50.2,50.2,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO
4470,LES TOILETTES SÈCHES (16),"Chemin du Cap-Saint-Jacques (PFD) , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,PIERREFONDS/ROXBORO,,2.1,0.0,2.1,1.0,,,,0.5,0.5,B:PIERREFONDS-ROXBORO
4472,ÉCOLE ENFANT SOLEIL,"1615 Rue  Tassé (SLR) , Montréal",LOCATAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,SAINT-LAURENT,,4010.0,4010.0,4010.0,2.0,1.0,,,0.5,0.5,B:SAINT-LAURENT
4476,PARC BOURBONNIÈRE - ABRI OUVERT,"2800 Rue  Cazeneuve (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Abri ouvert,SAINT-LAURENT,,41.0,41.0,41.0,,,,,0.5,0.5,B:SAINT-LAURENT|S:RUE  CAZENEUVE (SLR)
4478,SALLE MÉC. PISC. PARC ROGER-ROUSSEAU,"7501 Avenue  Rondeau (ANJ) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de chloration,ANJOU,2010.0,80.26,0.0,69.52,1.0,0.0,,,0.5,0.5,B:ANJOU|S:AVENUE  RONDEAU (ANJ
4480,TOILETTE PUBLIQUE PARC PILON,"Avenue des Récollets (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Entrepôt non-chauffé,MONTRÉAL-NORD,,9.3,0.0,9.3,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
4481,"MUNICIPAL - ENTREPÔTS (PORTES 5,6,7)","350 Montée de l' Église (IBZ) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,L'ÎLE-BIZARD / STE-GENEVIÈVE,1981.0,280.31,0.0,280.31,1.0,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE
4482,TOILETTE PUBLIQUE DU PARC OTTAWA,"Avenue  Lausanne (MTN) , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Abri fermé,MONTRÉAL-NORD,2009.0,14.89,14.89,14.89,1.0,,,,0.5,0.5,B:MONTRÉAL-NORD
4483,CHALET PARC DE L'ESPLANADE POINTE-NORD,"205 Rue de la Rotonde , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VERDUN,2012.0,303.72,303.72,275.5,,,,,0.5,0.5,B:VERDUN|S:RUE DE LA ROTONDE
4485,CENTRE COMPOSTAGE ST-LAURENT,"9091 Boulevard  Henri-Bourassa O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Centre de tri / déchetteries,SAINT-LAURENT,,1.0,1.0,1.0,,,,,0.5,0.5,B:SAINT-LAURENT|S:BOULEVARD  HENRI-BOU
4488,STATION DE POMPAGE EAUX USÉES SLR,"5225 Boulevard de la Côte-Vertu (SLR) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),SAINT-LAURENT,,8.0,0.0,8.0,,,,,0.5,0.5,B:SAINT-LAURENT
4489,JEU D'EAU DU PARC NELSON-MANDELA,"4920 Rue  Vézina , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,COTE-DES-NEIGES / N-D-DE-GRACE,2012.0,188.5,0.0,188.5,0.0,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
4490,JEU D'EAU DU PARC BENNY,"6445 Avenue de Monkland , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,COTE-DES-NEIGES / N-D-DE-GRACE,2011.0,537.0,0.0,537.0,0.0,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE MONKLAND
4491,"LOCATION / ANTENNES RADIOCOM. ""SÉRAM""","2080 Avenue  Harvard , Montréal",LOCATAIRE,Installation externe,Industriel,Station télécom,COTE-DES-NEIGES / N-D-DE-GRACE,,4.0,0.0,4.0,,,,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  HARVARD
4492,LOCATION/ANT. RADIOCOM.''SÉRAM'' LAVAL,"1 Place  Bellerive (SGV) , Laval",LOCATAIRE,Installation externe,Commercial,Station télécom,Hors de Montréal,,1.0,0.0,1.0,,,,,0.5,0.5,B:HORS DE MONTRÉAL|S:PLACE  BELLERIVE (SG
4493,LOC/ANT.CNT SERV.PARTAGÉS ''DGRT SÉRAM'',"11100 Boulevard  Ray-Lawson (ANJ) ,",LOCATAIRE,Installation externe,Industriel,Station télécom,ANJOU,,28.3,0.0,28.3,,,,,0.5,0.5,B:ANJOU|S:BOULEVARD  RAY-LAWSO
4494,STATION D'ÉCHANTILLONNAGE DU RSQA # 66,"90 Rue  Hervé-Saint-Martin (SLR) , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de nivométrie,SAINT-LAURENT,,11.91,0.0,8.91,1.0,,,,0.5,0.5,B:SAINT-LAURENT
4498,STATION DE POMPAGE DES AVENUES,"2535 Chemin  Dutour (IBZ) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Station de pompage (égouts),L'ÎLE-BIZARD / STE-GENEVIÈVE,2013.0,12.0,12.0,12.0,,,,,0.5,0.5,B:L'ÎLE-BIZARD / STE-GENEVIÈVE|S:CHEMIN  DUTOUR (IBZ)
4503,CHALET ÉLOI-VIAU 3E BUT PARC RIVERSIDE,"Rue  Centrale (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LASALLE,1983.0,208.0,0.0,208.0,1.0,,,,0.5,0.5,B:LASALLE
4504,JEU D'EAU DU PARC WILFRID-BASTIEN,"8255 Boulevard  Lacordaire , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Jeu d'eau,SAINT-LÉONARD,,25.0,0.0,25.0,,,,,0.5,0.5,B:SAINT-LÉONARD|S:BOULEVARD  LACORDAIR
4505,SCÈNE EXTÉRIEURE - PARC WILFRID-BASTIEN,"8255 Boulevard  Lacordaire , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri ouvert,SAINT-LÉONARD,,350.0,0.0,350.0,,,,,0.5,0.5,B:SAINT-LÉONARD|S:BOULEVARD  LACORDAIR
4506,CHALET ÉLOI-VIAU 1ER BUT PARC RIVERSIDE,"Rue  Centrale (LSL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,LASALLE,1983.0,246.0,0.0,246.0,1.0,,,,0.5,0.5,B:LASALLE
4507,PARC BASSIN-À-BOIS,"9999 Rue  Basin , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Chalet,SUD-OUEST,,0.0,0.0,0.0,,,,,0.5,0.5,B:SUD-OUEST|S:RUE  BASIN
5029,SOUS-STATION ÉLECTR. PARC CITÉ DES ARTS,"Rue  Paul-Boutet (MTL) , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,VILLERAY/ST-MICHEL/PARC-EXTENS,,3.0,3.0,3.0,,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
5034,S-STATION ÉLEC. PARC LAURIER-CHARLEMAGNE,"3975 Avenue  Laurier E, Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,ROSEMONT / PETITE-PATRIE,,3.0,3.0,3.0,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:AVENUE  LAURIER E
5038,SOUS-STATION ÉLECT. PARC PL.SIMON VALOIS,"Avenue  Valois , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,MERCIER/HOCHELAGA/ MAISONNEUVE,,2.0,2.0,2.0,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
5039,S.STAT. ÉLECT. PARC HECTOR-PRUDHOMME,"Rue  Saint-Hubert , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Sous-station électrique,ROSEMONT / PETITE-PATRIE,,2.0,2.0,2.0,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
5278,SALLE DE MÉCANIQUE SQUARE VICTORIA SUD,"355 Rue  Saint-Antoine O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Sous-station électrique,VILLE-MARIE,1998.0,68.12,,68.12,,1.0,,,0.5,0.5,B:VILLE-MARIE|S:RUE  SAINT-ANTOINE O
5279,SALLE DE MÉCANIQUE SQUARE VICTORIA NORD,"355 Rue  Saint-Antoine O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Sous-station électrique,VILLE-MARIE,1998.0,33.64,,33.64,,1.0,,,0.5,0.5,B:VILLE-MARIE|S:RUE  SAINT-ANTOINE O
5284,TUNNEL À PIÉTONS VIAU (GOLF),"Rue  Viau , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Tunnel,ROSEMONT / PETITE-PATRIE,,1.0,,1.0,,,,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
5287,LOCATION / ANTENNES MICROCELL,"Boulevard  De La Vérendrye , Lasalle",PROPRIÉTAIRE,Installation externe,Industriel,Station télécom,LASALLE,,20.0,20.0,20.0,,,,,0.5,0.5,B:LASALLE
5360,GUÉRITE CHUTES À NEIGE FULLUM,"2100 Rue  Notre-Dame E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Guérite,VILLE-MARIE,1999.0,19.94,19.94,17.24,1.0,,,,0.5,0.5,B:VILLE-MARIE|S:RUE  NOTRE-DAME E
5361,PÉPINIÈRE L'ASSOMPTION,"801   Rang du Bas de l'Assomption N , Assomption",PROPRIÉTAIRE,Bâtiment,Industriel,Pépinière,Hors de Montréal,1995.0,2976.22,,2855.9,2.0,0.0,,,0.5,0.5,B:HORS DE MONTRÉAL|S:RANG DU BAS DE L'ASS
5362,"GRANGE, PÉPINIÈRE L'ASSOMPTION",", Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Pépinière,Hors de Montréal,,1077.35,367.71,649.91,2.0,0.0,,,0.5,0.5,B:HORS DE MONTRÉAL
5841,SALLE DE MÉCANIQUE PLACE RIOPELLE,"355 Rue  Saint-Antoine O, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Sous-station électrique,VILLE-MARIE,1998.0,93.5,93.5,93.5,,1.0,,,0.5,0.5,B:VILLE-MARIE|S:RUE  SAINT-ANTOINE O
