buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount,postal_prefix,postal_flood_risk,postal_heat_risk,location_fingerprint
113,"GARAGE, COUR DES CARRIÈRES","1350 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,ROSEMONT / PETITE-PATRIE,1956.0,5959.29,5908.01,5740.54,2.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
114,"GARAGE 1620, COUR DES CARRIÈRES","1620 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,ROSEMONT / PETITE-PATRIE,1956.0,2201.31,2201.31,2143.8,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
115,CHALET DU PARC SAINT-VICTOR (PATAUG.),"9175 Rue  Hochelaga , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1966.0,293.84,193.78,264.9,1.0,1.0,0.0,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  HOCHELAGA
117,"ENTREPÔT 1500, COUR DES CARRIÈRES","1500 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt non-chauffé,ROSEMONT / PETITE-PATRIE,1969.0,211.82,117.09,201.57,2.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
118,CHALET DU PARC PÈRE-MARQUETTE (PATAUG.),"1555 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,ROSEMONT / PETITE-PATRIE,1954.0,247.69,247.69,224.7,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
119,PATAUGEOIRE DU PARC DE LA BRUÈRE,"2150 Rue  Liébert , Montréal",PROPRIÉTAIRE,Installation externe,Sportif,Pataugeoire,MERCIER/HOCHELAGA/ MAISONNEUVE,,300.0,,300.0,,,,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
120,CHALET DU PARC MONTCALM,"6855 Avenue  Papineau , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ROSEMONT / PETITE-PATRIE,1971.0,132.52,132.52,118.0,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:AVENUE  PAPINEAU
121,CASERNE NO 27,"5353 Avenue  Gatineau , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1908.0,1639.37,680.63,1515.34,3.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  GATINEAU
125,STATION DE POMPAGE CHEMIN CDN (AQUE),"4160 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),VILLE-MARIE,1938.0,829.82,305.97,734.38,1.0,2.0,0.0,,0.5,0.5,B:VILLE-MARIE
127,STATION DE POMPAGE VINCENT-D'INDY (AQUE),"100 Avenue  Vincent-D'Indy , Outremont",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),OUTREMONT,1907.0,202.1,139.82,182.9,1.0,0.0,0.0,,0.5,0.5,B:OUTREMONT|S:AVENUE  VINCENT-D'IN
128,VOÛTE ET L'ANTENNE DE LA VILLE DE MTL,"1100 Voie  Camillien-Houde , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Station télécom,VILLE-MARIE,1954.0,398.1,266.92,398.1,1.0,0.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:VOIE  CAMILLIEN-HOUD
129,CHALET PARC MARTIN-LUTHER-KING (PATAU.),"3533 Avenue de Kent , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,244.75,257.9,224.24,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE KENT
131,PAV.BAIGNEURS PARC MARTIN-LUTHER-KING,"6262 Chemin  Hudson , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,COTE-DES-NEIGES / N-D-DE-GRACE,1962.0,351.99,351.99,320.21,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:CHEMIN  HUDSON
132,CHALET DU PARC MACKENZIE-KING (JEU EAU),"4905 Avenue  Saint-Kevin , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,257.89,257.78,230.3,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  SAINT-KEVIN
133,MAISON DU CITOYEN,"7501 Rue  François-Perrault , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VILLERAY/ST-MICHEL/PARC-EXTENS,1957.0,1884.12,628.04,1682.92,2.0,1.0,1.0,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
134,CHALET DU PARC MAURICE-CULLEN,"4770 Chemin  Circle , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1960.0,69.18,69.18,57.52,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:CHEMIN  CIRCLE
135,CHALET DU PARC VAN HORNE (JEU D'EAU),"4900 Avenue  Van Horne , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1955.0,416.93,239.7,239.7,1.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  VAN HORNE
137,BIBLIOTHEQUE BENNY,"3465 Avenue  Benny , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Centre communautaire et loisir,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,793.35,396.83,389.3,1.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  BENNY
138,"EDIFICE MADISON, C.S.M. MADISON","2140 Avenue  Madison , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,COTE-DES-NEIGES / N-D-DE-GRACE,1960.0,7691.42,5159.06,7314.6,3.0,0.0,1.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  MADISON
142,BIBLIO ET CENTRE COMMUNAUTAIRE CDN-NORD,"6767 Chemin de la Côte-des-Neiges , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Centre communautaire et loisir,COTE-DES-NEIGES / N-D-DE-GRACE,1976.0,8066.23,1064.81,7735.3,6.0,1.0,3.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
143,INCINÉRATEUR DES CARRIÈRES (EX),"1266 Rue des Carrières , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Industriel,Garage TP/Parcs/Imm./Ent.méc.,ROSEMONT / PETITE-PATRIE,1970.0,27908.02,4955.96,27013.1,6.0,1.0,4.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
146,CHALET DU PARC CAMILLE,"9310 Boulevard  Gouin O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1968.0,32.78,32.78,26.2,1.0,0.0,0.0,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:BOULEVARD  GOUIN O
148,CENTRE TRENHOLME,"6800 Rue  Sherbrooke O, Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Gymnase,COTE-DES-NEIGES / N-D-DE-GRACE,1960.0,1472.71,490.41,970.52,2.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:RUE  SHERBROOKE O
149,PAVILLON DES TRINITAIRES,"3150 Boulevard des Trinitaires , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,SUD-OUEST,1965.0,139.36,139.36,122.67,1.0,0.0,0.0,,0.5,0.5,B:SUD-OUEST|S:BOULEVARD DES TRINIT
150,CASERNE NO 04,"5260 Avenue  Van Horne , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1950.0,608.05,250.96,520.01,2.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  VAN HORNE
151,CASERNE 34/BIBLIO&MAISON CULTURE N-D-G,"3755 Rue  Botrel , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1912.0,3225.42,1067.8,2806.09,3.0,0.0,1.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:RUE  BOTREL
152,CENTRE COMMUNAUTAIRE N-D-G,"5311 Chemin de la Côte-Saint-Antoine , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,COTE-DES-NEIGES / N-D-DE-GRACE,1931.0,5174.01,,4502.18,5.0,1.0,2.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE
153,CASERNE NO 46,"4760 Avenue  Cumberland , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,COTE-DES-NEIGES / N-D-DE-GRACE,1930.0,617.88,254.57,519.81,2.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  CUMBERLAND
154,CENTRE GADBOIS,"5485 Chemin de la Côte-Saint-Paul , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Espace sports/loisirs,SUD-OUEST,1954.0,20608.02,6756.67,19561.3,3.0,1.0,0.0,,0.5,0.5,B:SUD-OUEST
156,"CHEVALET D'ESTIVATION, C.S.M. MADISON","2160 Avenue  Madison , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Chevalet d'estivation,COTE-DES-NEIGES / N-D-DE-GRACE,1979.0,445.36,445.36,445.36,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  MADISON
157,CHALET DU PARC WILLIAM-HURST,"6230 Rue de Terrebonne , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1973.0,128.95,128.95,115.3,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:RUE DE TERREBONNE
158,CHALET DU PARC LOYOLA,"4877 Avenue  Doherty , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1970.0,431.65,208.2,401.4,1.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  DOHERTY
159,CENTRE ST-DENIS,"5115 Rue  Rivard , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,PLATEAU MONT-ROYAL,1967.0,2269.19,943.35,2130.5,2.0,1.0,1.0,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:RUE  RIVARD
160,CHALET DU PARC MACDONALD (JEU D'EAU.),"5355 Avenue  Clanranald , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,257.66,257.66,229.97,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  CLANRANALD
162,CHALET DU PARC ROSEMARY-BROWN,"6665 Avenue  McLynn , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1958.0,288.17,189.82,260.4,1.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  MCLYNN
164,PAVILLON DU PARC N-D-G,"3501 Avenue  Marcil , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1931.0,358.3,205.32,313.6,1.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE  MARCIL
165,CHALET DU PARC GEORGES-ST-PIERRE,"999 Avenue d' Oxford , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,COTE-DES-NEIGES / N-D-DE-GRACE,1970.0,416.27,201.26,383.3,1.0,1.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE D' OXFORD
167,CHALET DU PARC WARREN-ALLMAND,"4800 Avenue de Hampton , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,COTE-DES-NEIGES / N-D-DE-GRACE,1954.0,157.28,157.28,141.9,1.0,0.0,0.0,,0.5,0.5,B:COTE-DES-NEIGES / N-D-DE-GRACE|S:AVENUE DE HAMPTON
171,STATION DE POMPAGE CRAIG (EX),"2000 Avenue  Viger E, Montréal",PROPRIÉTAIRE,Bâtiment vacant,Industriel,Entrepôt chauffé,VILLE-MARIE,1887.0,524.11,261.99,417.1,2.0,,0.0,,0.5,0.5,B:VILLE-MARIE|S:AVENUE  VIGER E
173,ABRI FERMÉ,"2558 Boulevard de Maisonneuve E, Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Abri fermé,VILLE-MARIE,,13.09,30.0,13.09,1.0,0.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:BOULEVARD DE MAISONN
174,"MARCHE AUX FLEURS, SQUARE ST-LOUIS","3601 Avenue  Laval , Montréal",PROPRIÉTAIRE,Bâtiment,Commercial,Kiosque,PLATEAU MONT-ROYAL,1932.0,37.0,,37.0,1.0,0.0,0.0,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:AVENUE  LAVAL
175,STATION COMPRESSEURS DE BIOGAZ NO.1 ET 2,"2235 Rue  Michel-Jurdant E, Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Salle compresseurs (gaz),VILLERAY/ST-MICHEL/PARC-EXTENS,2004.0,100.0,0.0,100.0,1.0,,,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE  MICHEL-JURDANT 
177,CASERNE 48 / ED.EMMANUEL-ARTHUR-DOUCET,"3616 Rue  Hochelaga , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,MERCIER/HOCHELAGA/ MAISONNEUVE,1931.0,3276.71,825.14,2680.5,4.0,1.0,1.0,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  HOCHELAGA
179,CHALET DU PARC LALANCETTE,"2315 Rue  Nicolet , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1931.0,569.85,182.51,518.13,2.0,0.0,0.0,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  NICOLET
181,CHALET DU PARC R-PRÉFONTAINE,"3150 Rue  Hochelaga , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,MERCIER/HOCHELAGA/ MAISONNEUVE,1954.0,267.3,250.7,250.7,1.0,0.0,0.0,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE|S:RUE  HOCHELAGA
182,CHALET DU PARC BEAUCLERK,"1855 Avenue  Émile-Legrand , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,MERCIER/HOCHELAGA/ MAISONNEUVE,1968.0,128.4,128.4,113.4,1.0,0.0,0.0,,0.5,0.5,B:MERCIER-HOCHELAGA-MAISONNEUVE
183,CENTRE ROSEMONT,"3131 Boulevard  Rosemont , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Bibliothèque,ROSEMONT / PETITE-PATRIE,1949.0,4229.03,1671.89,3545.1,3.0,1.0,1.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:BOULEVARD  ROSEMONT
185,CHALET DU PARC C-S-CAMPBELL,"1275 Rue  Alexandre-DeSève , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,VILLE-MARIE,1968.0,128.4,128.4,112.6,1.0,0.0,0.0,,0.5,0.5,B:VILLE-MARIE
186,CHALET DU PARC SAULT-AU-RÉCOLLET,"10550 Rue  De Saint-Firmin , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,AHUNTSIC / CARTIERVILLE,1968.0,177.22,128.4,159.8,1.0,0.0,0.0,,0.5,0.5,B:AHUNTSIC-CARTIERVILLE|S:RUE  DE SAINT-FIRMIN
188,RÉSERVOIR ROSEMONT,"6405 Avenue  16e , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),ROSEMONT / PETITE-PATRIE,1958.0,679.39,121.74,476.2,2.0,1.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
189,CHALET DU PARC DE L'UKRAINE (JEU D'EAU),"6041 Avenue  12e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,1940.0,80.73,80.73,70.5,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
190,CASERNE NO 09,"8100 Boulevard  Saint-Michel , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,2818.07,1140.23,2469.98,2.0,1.0,0.0,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:BOULEVARD  SAINT-MIC
191,CASERNE NO 29 (EX-POSTE 51),"5375 Avenue  1re , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,ROSEMONT / PETITE-PATRIE,1965.0,3759.63,1331.16,3548.36,3.0,1.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
192,CASERNE NO 50,"6490 Avenue  30e , Montréal",PROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,ROSEMONT / PETITE-PATRIE,1956.0,978.76,426.68,842.26,2.0,1.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
193,SERRE LOUIS-DUPIRE,"5655 Boulevard  Pie-IX , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Serre de service et production,ROSEMONT / PETITE-PATRIE,1958.0,7404.85,4932.55,7080.1,1.0,1.0,1.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:BOULEVARD  PIE-IX
194,BIBLIOTHEQUE ST-MICHEL,"7601 Rue  François-Perrault , Montréal",PROPRIÉTAIRE,Bâtiment,Culturel,Bibliothèque,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,2437.14,825.96,2284.1,2.0,1.0,1.0,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
195,CHALET DU PARC BEAUBIEN (PATAUG.),"6633 Avenue  6e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,1954.0,274.37,267.94,255.93,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
196,ARÉNA ST-MICHEL,"3440 Rue  Jarry E, Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Aréna,VILLERAY/ST-MICHEL/PARC-EXTENS,1968.0,8780.11,7335.21,8562.69,2.0,0.0,0.0,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION|S:RUE  JARRY E
197,CHALET DU PARC CITÉ-JARDIN (JEU D'EAU),"5220 Boulevard  Rosemont , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,1961.0,128.4,128.4,112.6,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:BOULEVARD  ROSEMONT
199,ENTREPÔT DU PARC DE LA LOUISIANE,"6244 Avenue  35e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Entrepôt chauffé,ROSEMONT / PETITE-PATRIE,1961.0,224.53,224.53,192.8,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
200,CHALET PARC LE PÉLICAN,"2590 Rue  Masson , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,ROSEMONT / PETITE-PATRIE,1962.0,387.02,274.99,342.41,1.0,1.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  MASSON
201,PAVILLON DES BAIGNEURS LE PÉLICAN (PISC),"2560 Rue  Masson , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,1962.0,282.98,282.98,259.1,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  MASSON
203,CHALET DU PARC NICOLAS-TILLEMONT,"7833 Avenue des Érables , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Chalet,VILLERAY/ST-MICHEL/PARC-EXTENS,1961.0,304.08,214.63,274.0,1.0,1.0,0.0,,0.5,0.5,B:VILLERAY-SAINT-MICHEL-PARC-EXTENSION
204,CHALET DU PARC LÉON-PROVANCHER,"5555 Boulevard  Pie-IX , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Chalet,ROSEMONT / PETITE-PATRIE,1959.0,291.99,191.3,260.7,1.0,1.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:BOULEVARD  PIE-IX
205,CHALET DU PARC ROSEMONT,"5625 Rue d' Iberville (MTL) , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,ROSEMONT / PETITE-PATRIE,1965.0,128.55,128.55,113.1,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE D' IBERVILLE (MT
206,PAVILLON DES BAIGNEURS JOSEPH-PARÉ,"6525 Avenue  41e , Montréal",PROPRIÉTAIRE,Bâtiment,Sportif,Pavillon des baigneurs,ROSEMONT / PETITE-PATRIE,1962.0,280.94,280.94,254.6,1.0,0.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE
207,KIOSQUE DE MUSIQUE PARC MOLSON,"6550 Rue  Molson , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Kiosque d'information/musique,ROSEMONT / PETITE-PATRIE,1932.0,52.97,52.97,41.3,,1.0,0.0,,0.5,0.5,B:ROSEMONT-PETITE-PATRIE|S:RUE  MOLSON
210,RÉSERVOIR DU SOMMET,"1260 Chemin  Remembrance , Montréal",PROPRIÉTAIRE,Installation externe,Industriel,Réservoir d'eau,VILLE-MARIE,1962.0,87.25,21.45,62.5,1.0,2.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:CHEMIN  REMEMBRANCE
211,L'ÉDICULE DU RÉSERVOIR DE LA MONTAGNE,"1216 Chemin  Remembrance , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),VILLE-MARIE,1978.0,45.22,11.42,28.8,1.0,2.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:CHEMIN  REMEMBRANCE
212,L'ENTREPÔT DU QUARTIER GÉNÉRAL DU SIM,"4040 Avenue du Parc , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Entrepôt chauffé,VILLE-MARIE,1930.0,169.58,169.58,146.47,1.0,0.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:AVENUE DU PARC
213,QUARTIER GÉNÉRAL DU SIM,"4040 Avenue du Parc , Montréal",PROPRIÉTAIRE,Bâtiment,Administratif,Espace à bureaux,VILLE-MARIE,1930.0,2886.35,1370.71,2728.31,1.0,1.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:AVENUE DU PARC
214,PAVILLON MORDECAI-RICHLER,"4060 Avenue du Parc , Montréal",PROPRIÉTAIRE,Installation externe,Loisir communautaire,Kiosque d'information/musique,VILLE-MARIE,1931.0,55.66,55.66,55.66,1.0,0.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:AVENUE DU PARC
216,MAISON SMITH,"1260 Chemin  Remembrance , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Centre communautaire et loisir,VILLE-MARIE,1858.0,1154.09,297.94,952.3,3.0,1.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:CHEMIN  REMEMBRANCE
217,PAVILLON DU LAC-AUX-CASTORS,"2000 Chemin  Remembrance , Montréal",PROPRIÉTAIRE,Bâtiment,Loisir communautaire,Chalet,VILLE-MARIE,1956.0,965.7,496.6,897.2,2.0,0.0,1.0,,0.5,0.5,B:VILLE-MARIE|S:CHEMIN  REMEMBRANCE
218,BÂTIMENT DE SERVICE PARC DU MONT-ROYAL,"1800 Chemin  Remembrance , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage remisage chauffé,VILLE-MARIE,1961.0,982.76,486.76,895.6,1.0,1.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:CHEMIN  REMEMBRANCE
219,CASERNE NO 10,"1445 Rue  Saint-Mathieu , Montréal",COPROPRIÉTAIRE,Bâtiment,Protection et sécurité,Caserne de pompiers,VILLE-MARIE,1931.0,1080.94,672.51,946.73,3.0,1.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:RUE  SAINT-MATHIEU
222,STATION DE POMPAGE DES CEDRES ( BAS ),"1492 Avenue  Cedar , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (aqueduc),VILLE-MARIE,1931.0,52.72,24.19,40.9,1.0,1.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:AVENUE  CEDAR
223,ÉDICULE EMISSAIRE LAUSANNE,"Boulevard  Gouin E, Montréal-nord",PROPRIÉTAIRE,Bâtiment,Industriel,Chambre de compteur,MONTRÉAL-NORD,1986.0,4.0,4.0,4.0,1.0,,0.0,,0.5,0.5,B:MONTRÉAL-NORD
224,GARAGE COUR MARIE-ANNE,"4280 Rue  De Bullion , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Garage TP/Parcs/Imm./Ent.méc.,PLATEAU MONT-ROYAL,1973.0,663.3,663.3,609.2,1.0,0.0,0.0,,0.5,0.5,B:PLATEAU-MONT-ROYAL|S:RUE  DE BULLION
225,MAISON BLANCHE,"4480 Avenue du Parc , Montréal",PROPRIÉTAIRE,Bâtiment vacant,Loisir communautaire,Centre communautaire et loisir,VILLE-MARIE,1930.0,303.78,190.1,271.42,2.0,1.0,0.0,,0.5,0.5,B:VILLE-MARIE|S:AVENUE DU PARC
226,STATION DE POMPAGE CITÉ DU HAVRE (ÉG.),"60 Chemin des Moulins , Montréal",PROPRIÉTAIRE,Bâtiment,Industriel,Station de pompage (égouts),SUD-OUEST,1967.0,230.83,,191.05,1.0,0.0,0.0,,0.5,0.5,B:SUD-OUEST|S:CHEMIN DES MOULINS
